,analizo_acc_mean,analizo_acc_quantile_lower,analizo_acc_quantile_median,analizo_acc_quantile_upper,analizo_accm_mean,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_accm_quantile_upper,analizo_amloc_mean,analizo_amloc_quantile_lower,analizo_amloc_quantile_median,analizo_amloc_quantile_upper,analizo_anpm_mean,analizo_anpm_quantile_lower,analizo_anpm_quantile_median,analizo_anpm_quantile_upper,analizo_cbo_mean,analizo_cbo_quantile_lower,analizo_cbo_quantile_median,analizo_cbo_quantile_upper,analizo_dit_mean,analizo_dit_quantile_lower,analizo_dit_quantile_median,analizo_dit_quantile_upper,analizo_lcom4_mean,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_median,analizo_lcom4_quantile_upper,analizo_mmloc_mean,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_median,analizo_mmloc_quantile_upper,analizo_noa_mean,analizo_noa_quantile_lower,analizo_noa_quantile_median,analizo_noa_quantile_upper,analizo_noc_mean,analizo_noc_quantile_lower,analizo_noc_quantile_median,analizo_noc_quantile_upper,analizo_nom_mean,analizo_nom_quantile_lower,analizo_nom_quantile_median,analizo_nom_quantile_upper,analizo_npa_mean,analizo_npa_quantile_lower,analizo_npa_quantile_median,analizo_npa_quantile_upper,analizo_npm_mean,analizo_npm_quantile_lower,analizo_npm_quantile_median,analizo_npm_quantile_upper,analizo_rfc_mean,analizo_rfc_quantile_lower,analizo_rfc_quantile_median,analizo_rfc_quantile_upper,analizo_sc_mean,analizo_sc_quantile_lower,analizo_sc_quantile_median,analizo_sc_quantile_upper,folder,category,agent_type,type
335,1.6016260162600002,0.0,0.0,1.0,1.88675069879,1.0,1.25,2.0,10.865810213900001,3.75,6.0,12.0,1.3525571546,0.75,1.11764705882,2.0,1.3631436314399998,0.0,1.0,2.0,0.70189701897,0.0,0.0,1.0,2.0162601626,1.0,1.0,2.0,20.4823848238,4.0,9.0,20.0,2.14092140921,0.0,1.0,3.0,0.233062330623,0.0,0.0,0.0,4.39295392954,1.0,3.0,6.0,0.734417344173,0.0,0.0,0.0,2.45528455285,1.0,1.0,3.0,14.333333333299999,3.0,9.0,17.0,2.9566395664,0.0,1.0,3.0,0,Education,non-agent,git-hub
336,0.608695652174,0.0,0.0,1.0,1.82004830918,1.0,1.33333333333,2.05555555556,11.617753623199999,5.95,11.777777777799999,14.35,0.5888888888889999,0.333333333333,0.5,0.763888888889,0.5652173913040001,0.0,0.0,1.0,0.652173913043,0.0,1.0,1.0,3.91304347826,2.0,3.0,3.5,30.7391304348,13.0,23.0,40.5,4.260869565219998,1.0,4.0,6.0,0.0434782608696,0.0,0.0,0.0,6.4347826087,4.0,5.0,9.0,1.4347826087,0.0,0.0,1.5,3.8260869565199993,3.0,3.0,5.0,15.6086956522,5.0,16.0,24.0,2.3043478260900003,0.0,0.0,2.0,0,Education,non-agent,git-hub
337,4.83544303797,0.0,0.0,1.0,1.84849317137,1.0,1.51033057851,2.0,7.577371575730001,3.51388888889,6.45804195804,9.40142857143,1.04009719216,0.8201581027670001,0.977272727273,1.14285714286,3.83544303797,1.0,3.5,7.0,2.03797468354,1.0,2.0,3.0,4.89873417722,2.0,4.0,7.0,28.1708860759,9.0,20.5,37.0,8.07594936709,0.0,4.0,9.0,0.708860759494,0.0,0.0,0.0,12.2151898734,4.0,10.0,16.0,0.183544303797,0.0,0.0,0.0,3.22151898734,2.0,3.0,4.0,67.1962025316,9.0,41.5,81.0,23.5696202532,1.0,19.0,36.0,0,Education,non-agent,git-hub
338,0.596774193548,0.0,0.0,1.0,1.23780287813,1.0,1.0,1.3125,5.75705723093,3.5,5.25,7.160714285710001,0.795099137106,0.5,0.6904761904760001,1.0,0.7258064516130001,0.0,0.0,1.0,0.516129032258,0.0,0.0,1.0,2.59677419355,1.0,1.0,2.75,12.129032258099999,5.0,8.0,18.0,2.64516129032,1.0,2.0,4.0,0.12903225806500002,0.0,0.0,0.0,7.274193548389999,2.0,5.0,12.0,0.0806451612903,0.0,0.0,0.0,3.95161290323,1.0,2.5,6.5,19.3870967742,4.0,13.0,27.0,2.95161290323,0.0,0.0,2.75,0,Education,non-agent,git-hub
339,0.424242424242,0.0,0.0,0.0,1.41630844486,1.0,1.0,1.13333333333,7.3010535462,3.0,3.39130434783,9.0,0.562673730536,0.461538461538,0.484848484848,1.0,0.424242424242,0.0,0.0,0.0,0.545454545455,0.0,1.0,1.0,4.60606060606,1.0,3.0,7.0,10.5757575758,3.0,11.0,11.0,4.54545454545,0.0,4.0,7.0,0.0,0.0,0.0,0.0,10.030303030299999,1.0,7.0,15.0,0.0,0.0,0.0,0.0,9.969696969700001,1.0,7.0,15.0,21.0909090909,5.0,12.0,34.0,0.424242424242,0.0,0.0,0.0,0,Education,non-agent,git-hub
341,2.49176954733,0.0,1.0,2.0,1.56473962042,1.0,1.0,1.66666666667,9.98230269328,2.25568181818,4.5,9.63214285714,0.935032387081,0.44696969697,0.918831168831,1.28571428571,2.04732510288,0.0,0.0,2.0,0.672839506173,0.0,1.0,1.0,3.9341563786,1.0,2.0,4.0,22.679012345700002,3.0,8.0,25.0,3.80658436214,0.0,2.0,5.0,0.458847736626,0.0,0.0,0.0,7.60699588477,2.0,4.0,9.0,1.16049382716,0.0,0.0,1.0,6.9691358024699985,2.0,4.0,8.0,22.6563786008,3.0,10.0,24.0,14.088477366300001,0.0,0.0,6.0,0,Education,non-agent,git-hub
342,2.32857142857,0.0,0.0,1.0,1.87856182202,1.0,1.325,2.16614906832,10.469598274600001,5.35833333333,8.26515151515,12.3125,0.728617243377,0.135416666667,0.7008928571430001,1.0,2.04285714286,0.0,1.0,3.0,0.585714285714,0.0,0.0,1.0,3.14285714286,1.0,2.0,4.0,25.1428571429,10.0,15.0,29.75,1.0857142857100002,0.0,1.0,1.75,0.328571428571,0.0,0.0,0.0,6.58571428571,3.0,5.0,9.0,0.157142857143,0.0,0.0,0.0,4.81428571429,2.0,3.0,6.0,18.9571428571,6.0,11.0,26.0,5.65714285714,0.0,3.0,8.0,0,Education,non-agent,git-hub
343,0.0572171651495,0.0,0.0,0.0,4.97641837284,3.0,4.0,6.0,19.8257233772,12.0,17.5,25.0,1.2808741792799998,1.0,1.0,1.5,7.24837451235,4.0,7.0,9.0,0.0,0.0,0.0,0.0,1.7204161248400005,1.0,1.0,2.0,25.2938881664,17.0,24.0,31.0,3.90507152146,1.0,4.0,6.0,0.0,0.0,0.0,0.0,2.39531859558,1.0,2.0,3.0,3.90507152146,1.0,4.0,6.0,2.39531859558,1.0,2.0,3.0,17.5097529259,8.0,13.0,24.0,15.062418725599999,5.0,8.0,16.0,0,Education,non-agent,git-hub
345,1.68965517241,0.0,0.0,0.0,1.89254876046,1.0,1.8,2.5,9.730572443160002,4.777777777780001,9.25,12.5,0.657304991523,0.375,0.5,0.84,1.68965517241,1.0,2.0,3.0,0.586206896552,0.0,1.0,1.0,3.86206896552,2.0,3.0,5.0,25.6896551724,8.0,24.0,39.0,3.27586206897,1.0,3.0,4.0,0.551724137931,0.0,0.0,0.0,8.689655172410001,3.0,6.0,9.0,0.310344827586,0.0,0.0,0.0,7.06896551724,3.0,6.0,8.0,28.8620689655,16.0,20.0,35.0,6.310344827590001,2.0,6.0,10.0,0,Education,non-agent,git-hub
346,3.6463022508,0.0,1.0,2.0,1.8106450607,1.0,1.375,2.0,13.435929509400001,4.20357142857,8.44155844156,14.9545454545,1.07446517826,0.555555555556,0.8666666666670001,1.33333333333,3.0707395498400003,0.0,1.0,4.0,0.882636655949,0.0,1.0,1.0,3.82636655949,1.0,2.0,4.0,36.5337620579,5.0,17.5,43.0,4.44051446945,0.0,3.0,6.0,0.528938906752,0.0,0.0,0.0,8.2347266881,3.0,6.0,11.0,0.475884244373,0.0,0.0,0.0,6.58199356913,2.0,4.0,8.0,29.7877813505,6.0,17.0,38.0,13.3344051447,0.0,2.0,9.0,0,Education,non-agent,git-hub
347,0.75,0.0,0.0,1.0,1.59309964727,1.0,1.0,1.7625,8.76841831008,3.0,6.0,9.66666666667,0.684191117524,0.25,0.708333333333,1.0,0.861111111111,0.0,0.0,1.0,0.583333333333,0.0,1.0,1.0,2.80555555556,1.0,2.0,4.0,14.277777777799999,3.0,10.0,18.25,1.30555555556,0.0,0.0,2.0,0.166666666667,0.0,0.0,0.0,4.722222222219999,1.75,4.0,6.25,0.583333333333,0.0,0.0,0.0,4.027777777780002,1.0,3.0,5.0,11.833333333299999,3.0,6.0,11.0,1.69444444444,0.0,0.0,3.0,0,Education,non-agent,git-hub
348,1.62365591398,0.0,0.0,2.0,1.3682471534600005,1.0,1.0,1.5,10.149754143200001,3.0,5.33333333333,9.5,0.8882037263160001,0.4375,0.666666666667,1.0,1.59139784946,0.0,1.0,2.0,0.591397849462,0.0,1.0,1.0,1.97849462366,1.0,1.0,2.0,20.6344086022,3.0,8.0,17.0,1.88172043011,0.0,0.0,1.0,0.408602150538,0.0,0.0,0.0,4.13978494624,1.0,2.0,4.0,0.47311827957,0.0,0.0,0.0,2.97849462366,1.0,2.0,3.0,15.623655914,3.0,5.0,12.0,4.25806451613,0.0,1.0,3.0,0,Education,non-agent,git-hub
349,4.38283062645,0.0,1.0,4.0,2.6885645803400005,1.0,1.44262295082,3.25,20.3677904009,6.175627240140001,13.4772727273,25.7638888889,1.24300550913,0.666666666667,1.0,1.66666666667,4.8283062645,1.0,2.0,5.0,0.981438515081,0.0,1.0,2.0,3.92807424594,1.0,2.0,4.0,66.2853828306,10.0,29.0,76.0,5.716937354990001,1.0,3.0,7.0,0.385150812065,0.0,0.0,0.0,10.4547563805,3.0,4.0,9.0,3.15313225058,0.0,1.0,3.0,9.294663573089998,2.0,4.0,8.0,53.169373549899994,8.0,18.0,43.0,20.134570765699998,1.0,6.0,16.0,0,Education,non-agent,git-hub
350,0.0859375,0.0,0.0,0.0,3.8278948915699993,2.0,3.0,4.0,19.1161646947,9.4375,14.75,22.85,1.3126649392299998,1.0,1.0,1.525,0.0703125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,1.4140625,1.0,1.0,1.0,27.7890625,11.0,20.0,38.0,0.7109375,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,2.8984375,1.0,2.0,3.25,0.078125,0.0,0.0,0.0,2.7890625,1.0,2.0,3.0,5.6484375,1.0,3.0,8.0,0.078125,0.0,0.0,0.0,0,Education,non-agent,git-hub
351,2.29198966408,0.0,1.0,2.0,2.16949710917,1.0,1.66666666667,2.8025974026,11.4646110221,4.40625,9.0,15.541666666700001,1.11073369869,0.6,1.0,1.5,2.17054263566,0.0,1.0,3.0,0.7622739018089999,0.0,1.0,1.0,3.35917312661,1.0,2.0,4.0,33.4082687339,7.0,18.0,44.0,5.27390180879,0.0,2.0,6.0,0.366925064599,0.0,0.0,0.0,9.10594315245,2.0,4.0,10.0,0.935400516796,0.0,0.0,0.0,6.37209302326,2.0,4.0,6.0,36.3798449612,4.0,13.0,38.0,10.7881136951,0.0,2.0,8.0,0,Education,non-agent,git-hub
352,0.948717948718,0.0,0.0,1.0,2.3626978752000003,1.4,2.0,3.04545454545,13.9514002725,5.63333333333,10.4,21.0,1.17675247387,0.5,1.0,1.17692307692,0.820512820513,0.0,1.0,1.0,0.769230769231,0.0,1.0,1.0,2.66666666667,1.0,2.0,2.0,52.2820512821,10.5,23.0,49.5,6.17948717949,1.0,2.0,7.5,0.153846153846,0.0,0.0,0.0,7.05128205128,2.0,4.0,8.0,0.5128205128209999,0.0,0.0,0.5,4.17948717949,2.0,3.0,5.0,22.9743589744,5.0,9.0,27.0,3.33333333333,0.0,1.0,2.0,0,Education,non-agent,git-hub
354,0.8104575163400001,0.0,0.0,1.0,1.7456227904,1.0,1.42857142857,2.0,15.8314283736,5.0,6.666666666669999,11.228571428599999,1.5837556408000002,0.625,1.0,2.25,0.8300653594769999,0.0,0.0,1.0,0.581699346405,0.0,0.0,1.0,2.6862745098,1.0,2.0,3.0,29.6862745098,7.0,11.0,24.0,3.75163398693,1.0,3.0,6.0,0.196078431373,0.0,0.0,0.0,5.83660130719,2.0,3.0,7.0,1.80392156863,0.0,0.0,3.0,4.61437908497,1.0,3.0,5.0,15.4183006536,3.0,7.0,18.0,3.08496732026,0.0,0.0,2.0,0,Education,non-agent,git-hub
356,1.6,0.25,1.0,2.0,2.38916666667,1.8125,2.0,2.5,33.865833333299996,8.05,13.916666666700001,21.53125,0.8091666666670001,0.15625,0.5,1.1375,2.2,1.0,2.0,3.0,0.3,0.0,0.0,0.75,1.8,1.0,1.5,2.0,69.4,18.5,22.5,73.0,4.5,2.0,2.0,6.0,0.0,0.0,0.0,0.0,4.3,3.25,4.0,5.0,0.0,0.0,0.0,0.0,1.9,1.0,1.5,2.0,22.2,11.5,20.0,30.5,4.4,1.25,3.5,5.5,0,Education,non-agent,git-hub
357,2.40909090909,0.0,2.0,4.0,1.3439322882499998,1.0,1.16666666667,1.51136363636,6.37815027985,3.71212121212,5.71428571429,8.161931818180001,0.711785331672,0.5,0.666666666667,1.0,2.38636363636,0.0,1.0,4.0,0.5,0.0,0.0,1.0,1.75,1.0,1.0,2.0,12.090909090899999,4.0,10.5,17.0,2.63636363636,0.0,2.5,4.0,0.318181818182,0.0,0.0,0.0,5.52272727273,2.0,4.0,8.0,1.3181818181799998,0.0,1.0,3.0,4.29545454545,1.0,3.0,6.0,18.4318181818,4.75,12.0,25.25,4.0,0.0,2.0,5.0,0,Education,non-agent,git-hub
358,2.158,0.0,0.0,2.0,1.53539838977,1.0,1.0,1.83333333333,7.432804002260001,3.0,5.0,10.2708333333,1.06894575645,0.406818181818,1.0,1.5,1.652,0.0,0.0,2.0,0.977,0.0,1.0,1.0,4.059,1.0,2.0,4.0,16.397000000000002,3.0,8.0,21.0,4.476,0.0,1.0,4.0,0.4,0.0,0.0,0.0,6.72,2.0,4.0,7.0,1.737,0.0,0.0,0.0,5.506,2.0,3.0,6.0,20.765,3.0,8.0,20.0,10.58,0.0,0.0,4.0,0,Education,non-agent,git-hub
359,3.4,0.0,0.0,2.0,1.70922813459,1.0,1.18867924528,2.16666666667,10.2782976091,3.10256410256,7.25,16.75,1.06392361973,0.5,0.8,1.5,3.1459459459500003,0.0,1.0,5.0,1.5243243243200002,1.0,1.0,2.0,4.070270270269998,1.0,2.0,5.0,20.2648648649,4.0,12.0,32.0,2.92972972973,0.0,1.0,4.0,0.6,0.0,0.0,0.0,8.95675675676,2.0,4.0,12.0,0.06486486486490001,0.0,0.0,0.0,7.140540540539999,1.0,3.0,9.0,33.3459459459,4.0,12.0,40.0,19.3513513514,0.0,2.0,15.0,0,Education,non-agent,git-hub
361,2.29420731707,0.0,0.0,2.0,1.64158543817,1.0,1.0,1.76519607843,8.06997158886,3.0,5.0,9.14880952381,0.834294238659,0.333333333333,0.666666666667,1.0,1.91768292683,0.0,1.0,2.0,1.15243902439,0.0,1.0,2.0,2.81859756098,1.0,2.0,3.0,19.493902439,3.0,9.0,19.0,3.0487804878,0.0,1.0,4.0,0.493902439024,0.0,0.0,0.0,6.236280487799998,2.0,4.0,7.0,0.442073170732,0.0,0.0,0.0,4.97865853659,1.0,3.0,6.0,20.6676829268,4.0,9.0,24.25,5.62042682927,0.0,1.0,5.0,0,Education,non-agent,git-hub
363,0.341463414634,0.0,0.0,1.0,3.1533655369,1.11111111111,2.0,4.0,31.5363460388,13.0,26.0,44.0,0.7802669552670001,0.5,1.0,1.0,0.365853658537,0.0,0.0,0.0,0.19512195122,0.0,0.0,0.0,1.5121951219499998,1.0,1.0,1.0,55.3414634146,18.0,40.0,84.0,3.7560975609800007,0.0,0.0,5.0,0.0243902439024,0.0,0.0,0.0,3.53658536585,1.0,2.0,4.0,0.390243902439,0.0,0.0,0.0,2.75609756098,1.0,1.0,3.0,12.707317073199999,1.0,2.0,17.0,0.682926829268,0.0,0.0,0.0,0,Education,non-agent,git-hub
364,0.916666666667,0.0,1.0,1.0,1.31513533653,1.0,1.0,1.4,6.87245133715,1.0,5.25,10.233333333300001,0.8744165864360001,0.4,0.75,1.0,1.16666666667,0.0,0.0,2.0,0.507575757576,0.0,0.5,1.0,3.97727272727,1.0,2.0,5.0,14.9318181818,1.0,7.5,17.25,4.5,0.0,2.0,6.0,0.17424242424199998,0.0,0.0,0.0,6.6363636363600005,2.0,5.0,9.0,1.95454545455,0.0,0.0,2.0,5.840909090909999,2.0,4.0,8.0,24.303030303000003,4.0,9.0,36.25,7.143939393939999,0.0,0.0,4.0,0,Education,non-agent,git-hub
365,2.11111111111,2.0,2.0,2.0,3.44756131592,2.8,3.54545454545,3.86842105263,24.1947343978,22.4210526316,24.0,28.5,1.0920874402399998,0.7727272727269999,1.0,1.47368421053,4.55555555556,2.0,3.0,5.0,0.0,0.0,0.0,0.0,3.33333333333,2.0,2.0,3.0,64.55555555560001,41.0,60.0,85.0,10.1111111111,1.0,8.0,9.0,0.0,0.0,0.0,0.0,13.1111111111,4.0,8.0,22.0,8.22222222222,0.0,4.0,8.0,12.777777777799999,4.0,6.0,22.0,87.4444444444,14.0,35.0,110.0,23.1111111111,4.0,6.0,21.0,0,Games,non-agent,git-hub
368,2.50704225352,1.0,1.0,3.0,1.64694192885,1.0,1.4,2.10555555556,8.65818918152,3.38888888889,7.375,11.0333333333,1.2189313868,0.708333333333,1.0,1.72916666667,2.88732394366,0.0,2.0,4.0,0.746478873239,0.0,1.0,1.0,4.02816901408,3.0,4.0,6.0,23.985915493,4.0,20.0,34.5,1.78873239437,0.0,0.0,2.0,0.169014084507,0.0,0.0,0.0,10.8169014085,4.0,7.0,15.0,0.112676056338,0.0,0.0,0.0,9.07042253521,4.0,6.0,13.0,31.014084507,5.0,14.0,44.5,12.0845070423,0.0,6.0,21.0,0,Games,non-agent,git-hub
369,1.65789473684,0.0,0.5,1.0,1.70852038803,1.0,1.0,1.96428571429,10.5701875239,4.0,7.464285714289999,13.8726708075,1.11519381765,0.7833333333329999,1.0,1.5,1.52631578947,0.0,1.0,1.75,0.763157894737,0.0,0.0,1.75,2.44736842105,2.0,2.0,3.0,24.868421052600002,6.0,10.5,29.75,3.81578947368,1.0,2.0,5.0,0.263157894737,0.0,0.0,0.0,6.3684210526300005,2.0,4.0,8.0,1.15789473684,0.0,0.5,1.0,5.21052631579,2.0,3.0,7.0,20.894736842100002,4.0,7.0,24.75,3.63157894737,0.0,2.0,4.75,0,Games,non-agent,git-hub
370,2.0,0.0,0.0,1.0,1.68321188443,1.18571428571,1.5,2.0,8.12151337289,4.5,7.0,9.89583333333,0.603549382173,0.166666666667,0.5,0.7670454545450001,1.85294117647,1.0,2.0,3.0,0.691176470588,0.0,1.0,1.0,2.7794117647099994,1.0,2.0,4.0,22.735294117600002,8.0,13.0,25.25,3.2794117647099994,0.0,1.0,2.25,0.426470588235,0.0,0.0,0.0,7.529411764710001,2.0,5.0,8.0,0.323529411765,0.0,0.0,0.0,6.48529411765,2.0,4.0,8.0,28.0588235294,7.75,14.0,25.25,5.07352941176,1.0,3.0,9.0,0,Games,non-agent,git-hub
371,0.770833333333,0.0,0.0,1.0,1.66443001443,1.0,1.09722222222,1.67857142857,10.157480309,4.125,8.0,14.875,0.867256643819,0.333333333333,0.535714285714,1.33333333333,0.6875,0.0,0.0,1.0,0.770833333333,0.0,1.0,1.0,3.16666666667,2.0,2.5,4.0,20.4166666667,5.0,13.5,24.75,2.14583333333,0.0,1.0,3.25,0.22916666666700006,0.0,0.0,0.0,4.89583333333,2.0,4.5,6.0,0.375,0.0,0.0,0.0,4.04166666667,2.0,3.0,6.0,11.083333333299999,4.0,6.0,13.5,1.60416666667,0.0,0.0,2.0,0,Games,non-agent,git-hub
372,2.88709677419,0.0,1.0,2.75,1.6494932808899998,1.0,1.33333333333,2.10833333333,7.640254961860001,3.0,6.0,9.52192982456,0.7694269656139999,0.0,0.577777777778,1.19791666667,2.41935483871,0.0,1.0,4.0,1.3064516129,0.0,1.0,2.0,2.04838709677,1.0,1.0,2.0,15.3225806452,3.0,10.0,25.25,3.87096774194,0.0,2.0,5.0,0.548387096774,0.0,0.0,0.0,5.2258064516100005,2.0,3.0,6.75,0.903225806452,0.0,0.0,0.0,4.08064516129,2.0,2.5,5.0,19.8870967742,3.0,10.0,25.75,5.62903225806,0.0,2.0,6.0,0,Games,non-agent,git-hub
376,0.7741935483869999,0.0,0.0,1.0,1.951970752,1.0,1.75,2.25,13.7867165019,4.2,15.0,21.0,1.14672110345,0.714285714286,1.0,1.5,0.752688172043,0.0,1.0,1.0,0.709677419355,0.0,1.0,1.0,1.94623655914,1.0,2.0,2.0,49.76344086020001,7.0,34.0,68.0,6.44086021505,2.0,4.0,4.0,0.0215053763441,0.0,0.0,0.0,6.49462365591,2.0,4.0,6.0,0.752688172043,0.0,0.0,0.0,5.1935483871,2.0,4.0,4.0,27.838709677399997,6.0,14.0,22.0,1.7526881720400005,0.0,1.0,2.0,0,Games,non-agent,git-hub
377,1.11111111111,0.0,0.0,1.0,1.6408279852599998,1.0,1.3944444444400002,2.0,10.7883774949,4.76666666667,6.55,12.041666666700001,0.91606774338,0.372159090909,0.8571428571430001,1.33333333333,1.0462962963,0.0,0.0,1.0,0.5277777777780001,0.0,0.0,1.0,2.64351851852,1.0,2.0,3.0,30.7361111111,7.0,15.0,30.25,4.05555555556,1.0,2.0,4.0,0.222222222222,0.0,0.0,0.0,6.2962962963,3.0,5.0,7.0,0.7824074074070001,0.0,0.0,0.25,5.004629629630001,2.0,4.0,6.0,19.055555555599998,4.0,11.0,22.25,3.504629629630001,0.0,0.0,3.0,0,Games,non-agent,git-hub
378,1.57232704403,0.0,0.0,1.0,1.37009490824,1.0,1.0,1.5,7.033876043160001,3.0,4.0,9.0,0.752904875976,0.333333333333,0.5,1.0,1.5031446540900002,0.0,1.0,2.5,0.8490566037739999,0.0,1.0,1.0,3.0188679245300003,1.0,2.0,2.0,12.0880503145,3.0,6.0,17.0,7.1572327044,1.0,2.0,5.0,0.503144654088,0.0,0.0,0.0,4.92452830189,2.0,2.0,5.0,4.327044025159998,0.0,0.0,0.0,4.1320754717,2.0,2.0,4.0,13.0566037736,2.0,5.0,13.5,5.09433962264,0.0,1.0,3.5,0,Games,non-agent,git-hub
379,1.01369863014,0.0,0.0,1.0,2.25884411591,1.0,1.0,3.0,12.6558883778,4.0,7.666666666669999,14.333333333299999,1.16014133867,0.333333333333,1.0,2.0,0.931506849315,0.0,1.0,1.0,0.602739726027,0.0,1.0,1.0,2.56164383562,1.0,2.0,3.0,23.506849315100002,5.0,12.0,32.0,1.98630136986,0.0,1.0,3.0,0.0821917808219,0.0,0.0,0.0,4.493150684930001,2.0,3.0,5.0,0.575342465753,0.0,0.0,0.0,3.64383561644,2.0,3.0,5.0,10.397260274,3.0,7.0,14.0,2.04109589041,0.0,1.0,4.0,0,Games,non-agent,git-hub
380,1.96226415094,0.0,0.0,2.75,1.41116224893,1.0,1.0,1.53409090909,8.617641903660001,3.534090909090001,7.396825396830001,10.6339285714,0.5584569983600001,0.0,0.5,0.89375,1.7358490566,0.0,1.0,3.0,0.641509433962,0.0,0.5,1.0,2.32075471698,1.0,1.0,2.0,20.113207547200002,5.25,13.0,24.0,4.5,1.0,3.0,6.0,0.396226415094,0.0,0.0,0.0,8.10377358491,2.0,6.0,10.75,0.8301886792450001,0.0,0.0,1.0,7.028301886789999,2.0,4.0,9.0,34.3679245283,4.0,16.0,41.75,3.0,0.0,1.0,4.0,0,Games,non-agent,git-hub
381,1.80717488789,0.0,0.0,2.0,1.37194213525,1.0,1.0,1.5,7.13842971712,3.0,5.28571428571,8.820121951219999,1.23601279738,0.392682926829,1.0,1.66666666667,1.22869955157,0.0,0.0,2.0,1.10986547085,0.0,1.0,2.0,3.36995515695,1.0,2.0,3.0,13.4865470852,3.0,7.0,17.0,2.6838565022400003,0.0,1.0,3.75,0.479820627803,0.0,0.0,0.0,5.64349775785,1.0,3.0,6.0,1.25784753363,0.0,0.0,1.0,5.08520179372,1.0,2.0,6.0,16.733183856500002,1.0,7.0,18.0,10.455156950700001,0.0,0.0,3.75,0,Games,non-agent,git-hub
382,1.32,0.0,0.0,1.0,1.5728833169999998,1.0,1.0,1.66666666667,8.79393497049,1.55,5.08333333333,9.90625,0.961952931925,0.333333333333,0.633333333333,1.2,0.82,0.0,0.0,1.0,0.76,0.0,0.0,1.0,4.59,2.0,3.0,5.25,24.04,2.75,9.0,28.5,2.79,0.0,1.0,4.0,0.4,0.0,0.0,0.0,7.2,3.0,5.0,10.0,0.86,0.0,0.0,0.0,6.33,3.0,4.0,8.25,15.49,4.0,8.0,17.0,6.17,0.0,0.0,5.25,0,Games,non-agent,git-hub
383,1.04545454545,0.0,0.0,1.0,1.16859986419,1.0,1.0,1.2625,5.14209213989,3.0,4.83333333333,6.466666666669999,0.958237840591,0.463235294118,0.916666666667,1.5,0.75,0.0,0.0,1.0,0.863636363636,0.0,1.0,1.0,1.90909090909,1.0,2.0,2.0,10.4772727273,3.75,6.5,11.25,2.75,0.75,2.0,3.0,0.272727272727,0.0,0.0,0.0,5.27272727273,2.0,3.0,5.25,0.5,0.0,0.0,0.0,3.13636363636,1.0,2.0,4.0,15.4772727273,3.0,8.0,14.0,1.40909090909,0.0,0.0,2.0,0,Games,non-agent,git-hub
384,4.45627802691,0.0,1.0,3.0,2.26418564705,1.0,1.42857142857,2.36218568665,16.1898398249,4.0,8.57142857143,19.392361111099998,1.42651818662,0.875,1.25,2.0,4.80044843049,0.0,2.0,5.0,0.235426008969,0.0,0.0,0.0,3.85313901345,1.0,2.0,4.0,46.072869955200005,6.0,18.0,48.0,3.4921524663699994,0.0,2.0,4.0,0.115470852018,0.0,0.0,0.0,8.41704035874,2.0,5.0,10.0,1.89237668161,0.0,0.0,2.0,7.7264573991,2.0,4.0,9.0,39.432735426,5.0,14.0,35.0,37.5896860987,0.0,4.0,12.0,0,Games,non-agent,git-hub
385,1.26875,0.0,0.0,1.0,1.58961670499,1.0,1.0,1.25,10.1379696591,1.0,3.0,6.625,0.979924975409,0.4,0.928571428571,1.40344827586,1.2,0.0,0.0,1.25,0.38125,0.0,0.0,1.0,4.7125,1.0,3.0,5.0,20.54375,1.0,4.0,18.25,2.35,0.0,1.0,3.0,0.2875,0.0,0.0,0.0,6.13125,2.0,4.0,7.0,0.64375,0.0,0.0,0.0,5.79375,1.0,4.0,7.0,14.13125,2.0,5.0,17.0,7.925,0.0,0.0,4.25,0,Games,non-agent,git-hub
386,1.53571428571,0.0,0.0,2.0,4.13469387755,1.0,1.66666666667,6.25,20.627688383,3.875,12.3,34.225,1.02991234956,0.666666666667,1.0,1.5,1.39285714286,0.0,1.0,3.0,0.785714285714,0.0,1.0,1.0,1.78571428571,1.0,2.0,2.0,49.571428571400006,5.0,27.0,62.75,4.21428571429,0.0,2.0,4.0,0.28571428571400004,0.0,0.0,0.0,4.10714285714,2.0,3.0,6.25,0.678571428571,0.0,0.0,0.0,2.5714285714300003,1.0,2.0,3.25,18.5,5.0,7.0,16.0,2.67857142857,0.0,2.0,6.0,0,Games,non-agent,git-hub
387,2.54122855562,0.0,0.0,1.0,1.3961808829,1.0,1.0,1.47637292465,7.709976965580001,2.5,4.0,7.5,1.5360836083899998,0.8181818181820001,1.0,2.0,2.21306032097,0.0,1.0,3.0,0.646375207526,0.0,0.0,1.0,4.77476480354,2.0,2.0,4.0,21.3591588268,3.0,6.0,17.0,4.27946873271,0.0,1.0,2.0,0.343663530714,0.0,0.0,0.0,8.5445489762,2.0,4.0,9.0,2.16712783619,0.0,0.0,0.0,5.800221361369998,1.0,2.0,5.0,25.5334809076,4.0,9.0,25.0,14.622025456600001,0.0,2.0,8.0,0,Games,non-agent,git-hub
